"","State","Date","Total_cc","Male_cc","Female_cc","Male_per_cc","Female_per_cc","Male_cr_cc","Female_cr_cc","Total_D","Male_d","Female_d","Male_per_d","Female_per_d","Male_cr_d","Female_cr_d","Source","2018 Pop","2019 Pop","Medicaid Expand","2018 Uninsured","2019 Uninsured","Difference","Median Income","Percent Pov","case_ratio","death_ratio"
"905","Minnesota",2020-08-10,60898,29492,30902,48.43,50.74,1071.76,1113.34,"1657",797,838,48.1,50.57,28.96,30.19,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.954371885314866,0.951073985680191
"906","Mississippi",2020-08-10,67173,28414,38356,42.3,57.1,1959.09,2493.25,"1896",912,934,48.1,49.26,62.88,60.71,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.74079674627177,0.97644539614561
"907","Missouri",2020-08-10,58927,26660,31587,45.24,53.6,892.01,1018.51,"1307",645,659,49.35,50.42,21.58,21.25,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",0.844018108715611,0.978755690440061
"908","Montana",2020-08-10,4952,2472,2480,49.92,50.08,471.56,479.22,"75",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.996774193548387,NA
"909","Nebraska",2020-08-10,28432,13505,13619,47.5,47.9,1421.73,1426.29,"345",183,162,53.04,46.96,19.26,16.97,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",0.991629341361333,1.12962962962963
"910","Nevada",2020-08-10,56230,26619,28314,47.34,50.35,1814.32,1945.07,"957",488,308,50.99,32.18,33.26,21.16,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.940135621953804,1.58441558441558
"911","New Hampshire",2020-08-10,6831,2925,3901,42.82,57.11,439.86,574.83,"419",206,213,49.16,50.84,30.98,31.39,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.749807741604717,0.967136150234742
"912","New Jersey",2020-08-10,180970,88034,91928,48.65,50.8,2030.34,2022.21,"13394",7454,6480,55.65,48.38,171.91,142.55,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",0.957640762335741,1.15030864197531
"913","New Mexico",2020-08-10,22315,11178,10937,50.09,49.01,1079.11,1035.13,"685",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",1.02203529304197,NA
"914","New York",2020-08-10,420860,212534,205380,50.5,48.8,2232.61,2033.68,"25202",14453,10740,57.35,42.62,151.82,106.35,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.0348329925017,1.34571694599628
"915","North Carolina",2020-08-10,136218,64914,70215,47.65,51.55,1312.78,1347.47,"2168",1143,1011,52.72,46.63,23.12,19.4,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.924503311258278,1.13056379821958
"916","North Dakota",2020-08-10,7596,3603,3993,47.43,52.57,932.98,1090.93,"112",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.902329075882795,NA
"917","Ohio",2020-08-10,95496,45838,48703,48,51,803.62,820.2,"3669",1855,1814,50.56,49.44,32.52,30.55,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",0.941174054986346,1.0226019845645
"918","Oklahoma",2020-08-10,43566,20704,22777,47.52,52.28,1066.35,1152.36,"603",329,274,54.56,45.44,16.94,13.86,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.908987136146112,1.2007299270073
"919","Oregon",2020-08-10,20636,9866,10714,47.81,51.92,487.69,520.37,"348",199,149,57.18,42.82,9.84,7.24,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.920851222699272,1.33557046979866
"920","Pennsylvania",2020-08-10,115505,52676,65237,45.6,56.48,841.04,999.34,"7314",3542,3755,48.43,51.34,56.55,57.52,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.80745589159526,0.943275632490013
"921","Puerto Rico",2020-08-10,7597,3758,3839,49.47,50.53,233,216.39,"237",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.978900755405053,NA
"922","Rhode Island",2020-08-10,19738,8685,10856,44,55,1691.83,1998.22,"1014",477,537,47,53,92.84,98.92,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.800018422991894,0.888268156424581
"923","South Carolina",2020-08-10,98261,43431,51587,44.2,52.5,1805.33,2022.86,"1937",988,930,51,48,41.06,36.46,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.841898152635354,1.06236559139785
"924","South Dakota",2020-08-10,9605,4863,4742,50.63,49.37,1115.98,1106.58,"146",71,75,48.63,51.37,16.29,17.5,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.02551665963728,0.946666666666667
"925","Tennessee",2020-08-10,122712,59804,61562,48.74,50.17,1843.71,1806.71,"1223",693,529,56.66,43.25,21.36,15.52,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",0.971443422890744,1.31001890359168
"926","Texas",2020-08-10,486362,295222,180440,60.7,37.1,2131.6,1285.61,"8459",5016,3443,59.3,40.7,36.22,24.53,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.63612281090667,1.45686900958466
"927","US Virgin Island",2020-08-10,528,290,197,54.92,37.31,NA,NA,"9",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,1.47208121827411,NA
"928","Utah",2020-08-10,44127,22419,21685,50.81,49.14,1462.65,1433.64,"336",174,162,51.9,48.1,11.38,10.68,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.03384828222273,1.07407407407407
"929","Vermont",2020-08-10,1459,710,743,48.66,50.93,230.54,234.38,"58",33,25,56.9,43.1,10.72,7.89,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.955585464333782,1.32
"930","Virginia",2020-08-10,100086,48248,51211,48.21,51.17,1165.81,1197.86,"2326",1185,1136,50.95,48.84,28.63,26.57,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.942141336822167,1.0431338028169
"931","Virginia",2020-08-10,100086,48248,51211,48.21,51.17,1165.81,1197.86,"2326",1185,1136,50.95,48.84,28.63,26.57,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.942141336822167,1.0431338028169
"932","Washington",2020-08-10,63072,29013,31536,46,50,795.83,864.31,"1596",846,718,53,45,23.2,19.68,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.919996194824962,1.17827298050139
"933","West Virginia",2020-08-10,7694,3608,4051,46.89,52.65,399.03,438.01,"139",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.890644285361639,NA
"934","Wisconsin",2020-08-10,60554,29186,31259,48.2,51.62,1016.09,1075.66,"998",536,462,53.71,46.29,18.66,15.9,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.933683099267411,1.16017316017316
"935","Wyoming",2020-08-10,2533,1234,1264,48.7,49.9,415.37,443.72,"28",15,13,53.6,46.4,5.05,4.56,"https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",0.97626582278481,1.15384615384615
"936","Alabama",2020-08-17,104079,45160,57743,43.39,55.48,1916.97,2301.55,"1830",864,839,51.4,48.5,36.68,33.44,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.78208614031138,1.02979737783075
"937","Alaska",2020-08-17,4259,2031,2124,47.69,49.87,526.74,601.81,"28",18,10,64.29,55.56,4.67,2.83,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",0.956214689265537,1.8
"938","Alaska",2020-08-17,4259,2031,2124,47.69,49.87,526.74,601.81,"28",18,10,64.29,55.56,4.67,2.83,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",0.956214689265537,1.8
"939","Arizona",2020-08-17,193537,92563,100530,47.83,51.94,2680.31,2877.84,"4506",2583,1922,57.32,42.65,74.8,55.02,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.920750024868199,1.34391259105099
"940","Arkansas",2020-08-17,52665,27457,25119,52.14,47.7,1869.84,1650.11,"599",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.09307695370039,NA
"941","California",2020-08-17,621562,302701,312024,48.7,50.2,1556,1584.28,"11224",6443,4770,57.4,42.5,33.12,24.22,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",0.97012088813681,1.35073375262055
"942","Colorado",2020-08-17,53176,24828,25849,46.69,48.61,892.82,939.85,"1896",1043,847,55.01,44.67,37.51,30.79,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.960501373360672,1.23140495867769
"943","Connecticut",2020-08-17,50897,22984,27781,45.16,54.58,1315.53,1514.47,"4453",2117,2335,47.54,52.44,121.17,127.29,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.827328029948526,0.906638115631692
"944","Delaware",2020-08-17,16451,7650,8776,46.5,53.35,1664.6,1791.29,"593",278,315,46.88,53.12,60.49,64.3,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.871695533272562,0.882539682539683
"945","District of Columbia",2020-08-17,13220,6489,6681,49.08,50.54,1997.35,1857.81,"597",344,253,57.62,42.38,105.88,70.35,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.971261787157611,1.3596837944664
"946","Florida",2020-08-17,573416,277058,291999,48.32,50.92,2750.79,2774.02,"9452",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.948832016548002,NA
"947","Georgia",2020-08-17,237030,105715,122782,44.6,51.8,2109.15,2323.1,"4702",2450,2252,52.11,47.89,48.88,42.61,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.860997540356078,1.08792184724689
"948","Hawaii",2020-08-17,5042,NA,NA,NA,NA,0,0,"40",NA,NA,NA,NA,0,0,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",NA,NA
"949","Idaho",2020-08-17,27660,13442,13992,48.6,50.59,1589.71,1661.27,"269",150,119,55.76,44.24,17.74,14.13,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.960691823899371,1.26050420168067
"950","Illinois",2020-08-17,206081,96490,105771,46.82,51.32,1532.58,1620.87,"7744",4178,3562,53.95,46,66.36,54.59,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.912253831390457,1.1729365524986
"951","Indiana",2020-08-17,80415,37071,42218,46.1,52.5,1133.31,1254.11,"2924",1450,1418,49.6,48.5,44.34,42.13,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.878085176938747,1.02256699576869
"952","Iowa",2020-08-17,52539,26270,25744,50,49,1689.92,1631.42,"975",517,458,53,47,33.24,29.04,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",1.02043194530764,1.12882096069869
"953","Kansas",2020-08-17,33885,16757,16583,49.45,48.94,1156.12,1136.32,"402",228,174,56.72,43.28,15.73,11.92,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",1.01049267321956,1.31034482758621
"954","Kentucky",2020-08-17,38930,18211,20466,46.78,52.57,832.82,908.17,"810",369,441,45.56,54.44,16.87,19.57,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.889817257891137,0.836734693877551
"955","Louisiana",2020-08-17,137918,59305,77234,43,56,2601.12,3240.16,"4384",2280,2104,52,48,99.99,88.28,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.767861304606779,1.08365019011407
"956","Maine",2020-08-17,3747,2003,2164,53.46,57.75,307.07,317.99,"127",62,65,48.82,51.18,9.5,9.55,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.925600739371534,0.953846153846154
"957","Maryland",2020-08-17,100212,47338,52874,47.24,52.76,1626.55,1709.41,"3502",1776,1726,50.71,49.29,61.02,55.8,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.895298256231796,1.02896871378911
"958","Massachusetts",2020-08-17,114398,0,0,0,0,0,0,"8607",4066,4770,47.24,55.42,122.69,135.66,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring","6,882,635","6,892,503","Y","2.8","3.0","*0.2","86,345","10.0",NA,0.852410901467505
"959","Michigan",2020-08-17,92720,44049,48421,47.51,52.22,899.12,957.25,"6324",3301,3023,52.2,47.8,67.38,59.76,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.909708597509345,1.09196162752233
"960","Minnesota",2020-08-17,65152,31451,33191,48.27,50.94,1142.95,1195.81,"1706",824,861,48.3,50.47,29.94,31.02,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.947576150161188,0.957026713124274
"961","Mississippi",2020-08-17,71755,30424,40972,42.4,57.1,2097.67,2663.32,"2080",1014,1030,48.75,49.52,69.91,66.95,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.742555891828566,0.984466019417476
"962","Missouri",2020-08-17,67475,30077,35474,44.58,52.57,1006.33,1143.85,"1367",673,691,49.23,50.55,22.52,22.28,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",0.847860404803518,0.973950795947902
"963","Montana",2020-08-17,5750,2863,2887,49.79,50.21,546.14,557.86,"82",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.99168687218566,NA
"964","Nebraska",2020-08-17,30372,14396,14548,47.4,47.9,1515.55,1523.61,"361",192,169,53.19,46.81,20.21,17.7,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",0.989551828430025,1.13609467455621
"965","Nevada",2020-08-17,61305,29065,31058,47.41,50.66,1981.03,2133.57,"1072",529,323,49.35,30.13,36.06,22.19,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.935829737909717,1.63777089783282
"966","New Hampshire",2020-08-17,6988,3006,3978,43.02,56.93,452.04,586.17,"423",208,215,49.17,50.83,31.28,31.68,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.755656108597285,0.967441860465116
"967","New Jersey",2020-08-17,187455,0,0,0,0,0,0,"14037",0,0,0,0,0,0,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",NA,NA
"968","New Mexico",2020-08-17,23408,11700,11512,49.98,49.18,1129.51,1089.55,"714",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",1.01633078526755,NA
"969","New York",2020-08-17,425508,214456,208073,50.4,48.9,2252.79,2060.36,"25250",14481,10760,57.35,42.61,152.12,106.55,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.03067673364636,1.34581784386617
"970","North Carolina",2020-08-17,144952,68801,75015,47.46,51.75,1391.39,1439.59,"2347",1226,1108,52.24,47.21,24.79,21.26,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.917163234019863,1.10649819494585
"971","North Dakota",2020-08-17,8587,4054,4533,47.21,52.79,1049.76,1238.46,"125",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.894330465475403,NA
"972","Ohio",2020-08-17,108287,51978,56309,48,52,911.26,948.3,"3826",1938,1887,50.65,49.32,33.98,31.78,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",0.923085119607878,1.02702702702703
"973","Oklahoma",2020-08-17,48432,23013,25296,47.52,52.23,1185.27,1279.8,"661",359,302,54.31,45.69,18.49,15.28,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.909748576850095,1.1887417218543
"974","Oregon",2020-08-17,22613,11789,10763,52.13,47.6,582.74,522.75,"385",224,161,58.18,41.82,11.07,7.82,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",1.09532658180805,1.39130434782609
"975","Pennsylvania",2020-08-17,120986,55625,68342,45.98,56.49,888.13,1046.91,"7468",3605,3840,48.27,51.42,57.56,58.82,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.813921161218577,0.938802083333333
"976","Puerto Rico",2020-08-17,10627,5166,5461,48.61,51.39,320.3,307.82,"305",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,0.945980589635598,NA
"977","Rhode Island",2020-08-17,20335,8947,11184,44,55,1743,2058.66,"1021",480,541,47,53,93.48,99.6,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.799982117310443,0.88724584103512
"978","South Carolina",2020-08-17,104841,46235,55042,44.1,52.5,1921.87,2158.32,"2204",1124,1058,51,48,46.72,41.48,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.839994912975546,1.06238185255198
"979","South Dakota",2020-08-17,10274,5192,5081,50.54,49.45,1191.48,1185.69,"153",75,78,49.02,50.98,17.21,18.2,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.02184609328872,0.961538461538462
"980","Tennessee",2020-08-17,133708,64850,67536,48.5,50.51,1999.27,1982.03,"1366",786,579,57.54,42.39,24.23,16.99,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",0.960228618810708,1.35751295336788
